Filename,Page No.,यादी भाग क्रमांक (Yadi Bhag No.),यादी भागाच्या हद्दीचा तपशील (Content)
205-BNCMC.Ward_No..pdf,1,0205,"च भागाच्या SEPA तपशील , | पदमानगर मार्कण्डे नगर कणेरी, मार्कण्डेय नगर पदमानगर, पुनम | मूळ गाव/शहर | [स बिल्डींग मेरगु बिल्डींग, देवदास बिल्डींग घर नं 420 नवीन कणीशी, सकीनाका बालराज वि | नं 428 नवीन, महेगुनी कि घर नं 428/2 नवीन कणेरी, ताटीपामुला बि घर नं 432 नवीन | री, नंदिनी हॉटेलच्यावर घर नं 971 नवीन, क्षत्रियचाळ घरनं 427 नवीन कणेरी, शिव हनुमान | र्‌ बाबुशेट चाळ घर , मार्कण्डेय नगर घर नं 1038नवीन कणेरी, मार्कण्डेय नगर घर नं | 7 नवीन कणी, मार्कण्डेय नगर घर नं 492 नवीन कणेरी, मार्कण्डेय विहीरीजवळ घर नं 488 | न, विहीरीजवळ घर नं 421 नवीन कणेरी, गणेश टाकीज समोर पुनम वि घर नं 104, | TUR कणेरी, मार्कंडये नगर गणेश टाकीज समोर, अंबादास दासी बिल्डींग व परीसर, विनायक | उंड बाबूराव दगडूमाटीला | "
206-BNCMC.Ward_No..pdf,1,0206,"me, भागाच्या हद्दीचा तपशील | पदमानगर कणेरी, विनायक कंपाउंड बाबूराव दगडूमाटीला, | [यक कंपांउंड बाबूराव दगडू पाटी, मनीषा हॉटलच्या मागील परिसर बाबुरा, कचरू पाटील | डींग खदान रोउ उत्तर दि, चंद्रकांत पाटील चाळ खदान रोड, कचरू पाटील चाळ विनायक | उड बाबू | मूळ गांव/शहर |  "
207-BNCMC.Ward_No..pdf,1,0207,"अच भागाच्या हद्दीचा तपशील | आग्रा रोड कमला हॉटेलच्या पसिर, कमला हॉटेलच्या बाजुला | पर कणेर, पदमानगर कणेसी, योगी सदन कमला हाटेलच्या पाठीमागे, श्रीराम कॉम्पलेक्सचा | पर सिटीजन हा, सिटीजन हॉस्पीटलच्या परीसर, वामन पाटील चाळ सिटीजन हास्पी, | पालिका शाळा परिसर श्रीरंगनगर, कणेरी, भद्रावंती नगर संदीप साउंड सर्विसची, साईनाथ मंदीर | र संदीप सांउड, शंखेश्वर सोसायटी पदमानगर भद्रावती, तेलगु समाज ऑफीस मागे भद्रावंती, | ग नगर चाळ नं 3, श्रीरंग नगर चाळ नं 2 1 4 | मूळ गांव/शहर |  "
208-BNCMC.Ward_No..pdf,1,0208,"ee EE भागाच्या हद्दीचा तपशील , | कणेरी, भद्रावंती नगर संदीप साउंड सर्विसची, श्रीरंग नगर चाळ a] मूळ गाव/शहर | 4, नगरपालीका तेलगु शाळा क्र 36, भद्रावली नगर साईनाथ मंदीरच्या मागे, भिवंडी मारूती | र श्रीरंग नगर, पदमा श्रीरंग इंदिरागांधी नगर गणेशसि, म्युनसिपल बिल्डींग नं 1 व 2, म्युनिसिपल | डींग 1 2, इंदिरा गांधीनगरम्युनिपल, पुजा अपार्टमेंट न्युकणेरी पुनीत सागर, पुनीत सागर | र्टमेंट सिटीजन हॉस्पीर | "
209-BNCMC.Ward_No..pdf,1,0209,"जच भागाच्या SEPA तपशील | नवजीवन कालोनी राममंदिर चे, बाबारामदेव मंदीर नवदुर्गा | रचे, श्रीनगर म्युनसिपल मच्छी मार्केटचे बाजू, जय भारत व्यायाम शाळेच्या मागे, पदमानगर न्यू | री, डॉ चंद्रम दवाखान्याच्या मागे, St चंद्रम दवाखान्याच्रूज् मागे, जय भारत व्यायाम शाळेच्या | ळ, भैरी बिल्डींग वाटर सप्लाय च्या बाजुला, जय भारत व्यायाम शाळेच्या बाजुला, सेंटोजन मिल | न्यू कणेरी VSAM, यशवंतचाळ न्यू कणेरी पदमानगर, भैरी बिल्डींग वल्लाभ विलडींग लमी, | र पेल्ली बील्डींग बाजूला न्यू कणेरी | मूळ गांव/शहर |  "
210-BNCMC.Ward_No..pdf,1,0210,"क च भागाच्या हद्दीचा तपशील , | डॉ चंद्रम दवाखान्याच्या मागे, शंकर पेल्ली बील्डींग बाजूला न्यू | मूळ गाव/शहर | री, ders देवी मंदीर समोर वाटर्स सप्ला, 209 तेलीपाडा पदमानगर शंकर टमटमची, नस्का | [स शिवसेना, मोहने टेलर रोन्ता निवास, क्षेत्रीय समाज मंदिरच्या मागे, कमटम सिद्धराम बिल्डींग, | लदेवी मंदिर समोर, पाटारे रोड नाल्याच्या बाजुला, नविन कणेरी अलंकर टाकीजच्या परिसर | "
211-BNCMC.Ward_No..pdf,1,0211,"च भागाच्या SEPA तपशील | पदमानगर न्यु कणेरी, पोला राजच्या बिल्डींग, पोतू राजच्या | डींग, सत्यनारायण निवास पदमानगर, पोतुदयाकर बिल्डींग हनुमंतानरसया, पालादयाकर बिल्डींग | तानरसया बि, मंगला बिल्डींग मायाना निवास बालाजी प, बोगा बिल्डींग दिव्यानंदसेवा समिती | , चाटला निवास धर्माचाळ देवराज चेन्ना, चाटला निवास राजुचाळ धर्माचाळ दवारा, परदेशी | डींग रेशनिंग दुकान धर्मा च, इंगा सेठ बिल्डींग समोर दिव्यानंद सेवा, सुर्यकात बिल्डींग समोर | PIT अपट, सुर्यकाला बिल्डींग समोर सुर्यकाला अपाट, बोबडे कंपाउंड कामुली बिल्डींग समोर, | [या नामन चाळ कस्तुरी बिल्डींग सलय, लक्ष्मीबाई चाळ गणेश हॉटेल गाजुल eA, कमटम | खान्यासमोर मिट्टेपेल्ली fa, शंकर निवास मेरगु निवास कमटम SRE, न्यु कणेरी पदमानगर, | | निवासपकुलचाळ समोर खालचा भा, छाया बिल्डींग समोरचा भाग पदमानगर, मोगली बिल्डींग | "
212-BNCMC.Ward_No..pdf,1,0212,"a! भागाच्या हद्दीचा तपशील , | छाया बिल्डींग, मोगली बिल्डींग व बाजूचा परिसर पदमा, अमृत | मूळ गाव/शहर | SUSAR, भिवंडी पदमानगर भगवान सेठ, अनुसा हॉटेल वरली भिमराज बिल्डींग, गायत्रीनगर | TAR चाळ पदमानगर, भगवान शेठची बिल्डींग व तीचया मागील, गायत्रीनगर रस्ता पदमानगर, | प लक्ष्मण बिल्डींग, आडेप लक्ष्मण बिल्डींग व समोरचा, चंद्रया कमटम बिल्डींग व समोरचा | "
213-BNCMC.Ward_No..pdf,1,0213,"nee PE भागाच्या हद्दीचा तपशील , | पदमानगर न्यु कणेरी उपलयया बिल्डींग, पदमानगर न्यू कणेरी | मूळ गाव/शहर | Ie नगर पद, न्यू कणेरी व वेमूल बिल्डींग बाजूचा भा, म्याकल बिल्डींग न्यू कणेरी पदमानगर, | पकुल चाळ गायत्रीनगर रोड न्यू कणू, कोंडा निवा आडेप निवास बाजुया परिसर, पोनु लक्ष्मण | डींग व समोरचा भाग | "
214-BNCMC.Ward_No..pdf,1,0214,"a भागाच्या हद्दीचा तपशील कामतघर पदमानगर, दाशिका | कल ते दिपीका बार पर्यंत, दिपीका बारच्या समोरचा परीसर, | त नारायण चौक, गडूडम निवास सोनारपाडा, Ast निवास सोनार | डा, निळकंठेश्वर मंदिर जवळ व बलराज बि | मूळ गांव/शहर |   "
215-BNCMC.Ward_No..pdf,1,0215,"mee भागाच्या हद्दीचा तपशील कामतघर पदमानगर, अलका हॉटेल | नुला गणेश टाकीज समो, मंदीरजवळ सोनार पाडा, वेणुभाई चाळ | नार पाडा, एस एम बिल्डींग समोर ताडी दुकानजवळ, सरकारी | TAMAS सोनारपाडा | मूळ गांव/शहर |   "
216-BNCMC.Ward_No..pdf,1,0216,"क भागाच्या हद्दीचा तपशील कामतघर पदमानगर, मार्कण्डेय | र सोनार पाडा विहीरसम, किराणा दुकानसमोर पदमानगर, गणेश | लीज समोरची गल्ली मार्कण्डेन | मूळ गांव/शहर |   "
217-BNCMC.Ward_No..pdf,1,0217,"a भागाच्या हद्दीचा तपशील बाबुशेठ चाळ पदमानगर भिवंडी, | मंदिर मूळ गांव/शहर | [मंदिर समोर नवजीवन कालनी पदम 4 |  "
218-BNCMC.Ward_No..pdf,1,0218,"न. भागाच्या SEPA तपशील | बाबुशेठ चाळ झोपडपटी परमानगर गणे, शशीशुंघा चे बाजुला | T टाकीज, चक्रपानी केबल च्या बाजुला, नवजीवन कॉलनी पदमानगर न्यू कणेरी, कस्तुरी | डींग गणेश टाकीज, नवजीवन कॉलनी बी व बोतल लमण बिलू, भैया बिल्डींग नविन मंगल | लिय समा, भैया बिल्डींग चे बाजुला चक्रमानी Hard, बैठी चाळ बिहीर जवळ चक्रमानी | लच, इराबलीन बिल्डींग एस मलयसम समोर, गाजुल बिल्डींग यमुलनरसया चे बाजुला, चक्रपानी | Td | म केबल च्या बाजुला, सागर देशी बार च्या वरती दुसरा मजला, बालाजी झोपडपटी दत्तामंदीर भिवंडी | श्री, बालाजी झोपडपटटी दत्तामंदीर रोड  मूळ गांव/शहर | "
219-BNCMC.Ward_No..pdf,1,0219,"जा आच भागाच्या SEPA तपशील , | भिवंडी, पदमानगर न्यु कणेरी, दत्ता मंदिर चे समोर कोंडा बिल्डींग] मूळ गाव/शहर | कोडा बिल्डींग पहला मजला दत्ता मंदीर, कस्तुरी बिल्डींग दत्ता मंदीरच्या समोर, रशन दुकान 33 | बाजुल पदमानगर, रेशन दुकान SAT पाठीमागे दत्तमंदीर, श्रीनिवास भवन पहला मजला दत्ता | र, श्रीनिवास भवन च्या बाजुला दत्तामंदीर, श्रीनिवास बिल्डींग च्या मागे परमानगर नू, बाबुशेठ | PATH बाजुल पदमानग्‌, दत्तुकेबल चे बाजुला बाबुसेठ चाळ पदा, रेशन दुकानच्या मागे | [जी झोपाडपट, राममंदिर जवळ नवजीवन कॉलनी, एस मलेशम बिलडींग च्या, कसतुरी बिल्डींग | ठी मागे, श्री लक्ष्मण भोईर चाळ पदमानगर न्यू कण, श्री रत्तुकेबल वाले चे बाजुला, चितन्नाम | डींग दूर्गा हाटैलचे बाजूला, मधु बिल्डींग सावंत चाळ पदमानगर, बालाजी मंदिर समोर ST | डींग जव, ज्योती टेलर्स करला बिल्डींग बाजूला, बालाजी झोपडपटी दत्तमंदिर रोड | "
220-BNCMC._Ward.pdf,1,0220,"ae PE भागाच्या हद्दीचा तपशील कामतधर काशीनाथ नगर आशीर्वाद | र, काशिनाथ नगर कामताघर, आशीर्वाद नगर कामतघर, कामतघर | वसेना ऑफीस मागे, कामतघर फेणा रोड जवळ, कामतघर | कलीया हायसकुलच्या बाजुला | मूळ गांव/शहर |   "
221-BNCMC._Ward.pdf,1,0221,"a, भागाच्या हद्दीचा तपशील कामतधर काशीनाथ नगर आशीर्वाद | र, आशीर्वाद कामतघर, वार्ड नं 17, साई बाबा मंदिर जवळ, | शीर्वाद नगर रोड वरील मनदारा, हनुमान मंदिर जवळ कामतघर, | गु संगमचया जवळ | मूळ गांव/शहर |   "
222-BNCMC._Ward.pdf,1,0222,"nee ee भागाच्या हद्दीचा तपशील वार्ड नं 17 विनायक नगर | RAR, तडाली कामनघर रोड गणेशनगर, आर्शीर्वाद नगर रोड | Tap नगर, विनायक नगर डी 14 चाळ, विनायक नगर इ 1 चाळ, | Tap नगर इ 2 चाळ, विनायक नगर गटाराजवळ, विनायक नगर | TH जवळ | मूळ गांव/शहर |   "
223-BNCMC._Ward.pdf,1,0223,"क भागाच्या हद्दीचा तपशील कामनघर शिवाजी नगर 2, हनुमान | R जवळ शिवाजी नगर, निर्मल सार्वजनिक शैचाल्या जवळ, | वाजी नगर रस्त्या जवळ, फेणा रोड वर, शिवाजी नगर विहारी | मूळ गांव/शहर |   "
224-BNCMC._Ward.pdf,1,0224,"wee FE भागाच्या हद्दीचा तपशील | वार्ड न॑ 17 कामनघर गणेश नगररोड, भिवंडी नि. श. म. | विहीरी जवळ गणेश नगर रोउ, आर बी एल कॉलनी रोड, वार्ड न॑ 17 कामतघर गणेश | रोड, गणेशनगर रूपी बिल्डींग, तोलंगना बिल्डींग, शंकरशेठ चाळ, वन्हालदेवी अपार्टमेंट | मूळ गांव/शहर |   "
225-BNCMC._Ward.pdf,1,0225,"az भागाच्या हद्दीचा तपशील वार्ड नं 17 कामनघर गणेश | मूळ गांव/शहर | र, गणेश नगर रोड 8 लाईन 4 |  "
226-BNCMC._Ward.pdf,1,0226,"meet भागाच्या हद्दीचा तपशील बार्ड न॑ 17 कामतघर गणेश | ररोड, तोलंगना बिल्डींग, वन्हालदेवी अपार्टमेंट, वार्ड नं 17 | मनघर ताडाली भाग नगर, कामतघर ताडाळी रोड, भाग्यनगर रोड, | Iai सडास जवळ | मूळ गांव/शहर |   "
227-BNCMC._Ward.pdf,1,0227,"mee PE भागाच्या हद्दीचा तपशील वार्ड न॑ 17 कामतघर | यनगररोड, कामतघर ताडाळी रोड, कामनघर भाग्यनगररोड, | यनगर ताडाच्या झाडा जवळ, ताडाच्या झाडाच्याउजण्या बाजूला | मूळ गांव/शहर |   "
228-BNCMC._Ward.pdf,1,0228,"meee भागाच्या हद्दीचा तपशील कामनघर भाग्यनगररोड, ताडाच्या | डाच्याउजण्या बाजूला, ताडाच्या झाडाच्या बाजुला पाण्याची बावड, | याच्या विहीरीच्या बाजुला, कामनघर हनुमाननगर, हनुमान मंदीर | मूळ गांव/शहर |   "
229-BNCMC._Ward.pdf,1,0229,"आ PE भागाच्या हद्दीचा तपशील कामतघर हनुमाननगर ताडाळी, | मान नगर रोडच्या उजण्या बाजुला, हनुमान नगर चालन 15 | ळ, हनुमान मंदिर मागे नविन ताडली रोड, हनुमान मंदीर भागे | [शेठ यचाळ, हनुमान मंदीर च्या भागे | मूळ गांव/शहर |   "
230-BNCMC._Ward.pdf,1,0230,"aa भागाच्या हद्दीचा तपशील | हनुमान मंदिर मागे नविन ताडली रोड, हनुमान मंदीर च्या भागे, | ताघर रामुशेठची चाळ ताडाली रोड, रामुशेठी चाळ हनुमान मंदिरचा मागे, नंदुशेठची चाळ, | शेठची चाळ, विष्णु चौधरीची चाळ जुनी लाडाळी ओवळ, रूपेश चौधरी चाळ, गणपता शेठची | 5, रामुसेठची वे पांडुरंग चौधरी चाळ | मूळ गांव/शहर |   "
231-BNCMC._Ward.pdf,1,0231,"जच भागाच्या हद्दीचा तपशील | फारूक बिल्डिंग क॑ धामणकर नाका, फारूक बिल्डींग पटेल क॑ | णकर भिवंडी, पटेल कंपाउंड धामणकर नाका Mast, अशफाक बिल्डींग पटेल कंम्पा धामणकर | सिद्दीकी पटेल चाल बिल्डींग मजीद समोर, जाकीर मंजील समोर उर्दू शाळा मदरशी, धामनकर | T सरस्वती स्वामील ब नाका, पोलादार शाळा कॉटर्स परिसर धामनका, भिवंडी निजामपुर | पालिका कॉलेज, जयगुरू धाम हिरालाल चाळ, पटेल क॑ धामणकर नाका, ऐंबेसेटर हॉटेल जवळ | MT, मशिद जवळ रशिद मंजील व परिसर, मौलाना जिलानी बिल्डींग, दिनमोहम्मद मंजील | मूळ गांव/शहर |  "
232-BNCMC._Ward.pdf,1,0232,"द भागाच्या हद्दीचा तपशील पटेल क॑ धामणकर नाका, बाबा | आंबेडकर मूळ गांव/शहर | रेल आंबेडकर नगर, ऐरनवाडी तिसरी गल्ली 4 |   "
233-BNCMC._Ward.pdf,1,0233,"mz भागाच्या हद्दीचा तपशील पटेल क॑ धामणकर नाका, | मोहम्मद मंजील, अन्वरी बिल्डींग नौशाउ हॉटेल जवळ, हनाना | न बिल्डींग, भिवंडी, वन्हाहदेवी नगर कामलाघर रोड | मूळ गांव/शहर |  "
234-BNCMC._Ward.pdf,1,0234,"mee PE भागाच्या हद्दीचा तपशील भिवंडी, गणेश टिम्बर मार्ट आग्रा | , गुलाब नबी पटेल कंपाउंड चौथी गल्ली, न्यु प्रकाश डांगरवार पूर्व | ग, आग्रा रोड नारपोली पश्‍चिम हिंदुस्तानम, अजमेरनगर | मूळ गांव/शहर |  "
235-BNCMC._Ward.pdf,1,0235,"a, भागाच्या हद्दीचा तपशील | भिवंडी, अजमेरनगर, फेमस टेलरच्या मार्ग, डॉ शमीम चालच्या | ला, दत्तात्रय किराणा समोरंची गलली, सार्वजनिक शौचालय समोर, गरीब नवाज होटल जवळ, | उल रसुल मशीद जवळ, जे पी फोटो स्टुडीयो जवळ, गरीब नवाज eee जवळ मशिदीच्या मग, | जनिक शौचालया समोर डोंगर रावू, गरीबा नवाज होटेल या परिसर | मूळ गांव/शहर |  "
236-BNCMC._Ward.pdf,1,0236,"कक भागाच्या हद्दीचा तपशील नारपोली पालीस स्टेशनच्या | नुला, कैलास नगर ते सई प्रसन्न सोसायटी, साईप्रसन्न सोसायटी ते | र वाडी, श्याम जाधव गलली, नारपोली पालीस स्टेशनच्या बाजुला | , मदरसासमोर कैलासनगर नारपोली ड्या | मूळ गांव/शहर |   "
237-BNCMC._Ward.pdf,1,0237,"ह भागाच्या हद्दीचा तपशील नारपोली पालीस स्टेशनच्या बाजुला | , मदरसासमोर कैलासनगर नारपोली ड्या, तिवारी चक्की जवळ, | ईनाथ सोसायटी पाण्याच्या टाकीजवळ, हनुमान मंदीर जवळ | मूळ गांव/शहर |   "
238-BNCMC._Ward.pdf,1,0238,"wer भागाच्या हद्दीचा तपशील माडली बिल्डींग, भारत कॉलनी | र गेट समोर, हिरा कॉम्पलेक्स भारत कॉलोनी, सबनीरू चाळ शिव | ती बिल्डींग समोर खानदेश बैक साईकृपा बंगला राऊल नगर | डीमशीन शेख चाळ साईनाथ साईनाथ सोसायटी राऊल नगर | डीमशीन | मूळ गांव/शहर |  "
239-BNCMC._Ward.pdf,1,0239,"न भागाच्या SAM तपशील कामतघर पाण्याची टाकी, | शेवंताबाई , मूळ गांव/शहर | [साफलय इमारत, शेवंताबाई चाळ, भोई यांचा बंगला 4 |   "
240-_BNCMC_Ward.pdf,1,0240,"a भागाच्या हद्दीचा तपशील भोसले बिल्डींग, चौधरी कंपाउंड, | शी विश्वनाथ चाळ, सुभाष शेठ चाळ चरण शेठचाळ, चौधरी | Ts यादव कॉलनी, दिप कॉम्पलेक्स बिल्डींग, श्रीदेवी सोसायटी | मताघर | मूळ गांव/शहर |  "
241-_BNCMC_Ward.pdf,1,0241,"क भागाच्या हद्दीचा तपशील ओसवाल पेलेस कामताघर पर्यंत, | गीर ओसवाल, जलाराम कुटीर, अंजुल टॉवर, सुविधी दर्शन, ग्रीन | र, विठठल शेठ चाळ कामताघर, रामदास चौधरी चाळ, भरत | लनी कामताघर | मूळ गांव/शहर |   "
242-_BNCMC_Ward.pdf,1,0242,"a, भागाच्या हद्दीचा तपशील | नरेश नगर वडाचे झाड ते वन्हालदेवी 1, कामतघर नगर मनोज | कर चाळ, कामतघर नगर ओसवाल पार्क रोड, ताडाली रोड कामतघर, मित्रमंडल चाळ | जनिक विहीर जवळ, मानोश्री सदन शिवसेना शाखे समोरी, मित्रमंडळ चाळ सार्वजनिक | RAIS, जुनी काटेकर चाळ न्यू HA नगर शा, न्यु काटेकरनगर नाल्या जवळ, विठठल | री चाळ विहीरीच्या बाजूला | मूळ गांव/शहर |  "
243-_BNCMC_Ward.pdf,1,0243,"क भागाच्या हद्दीचा तपशील , | ब्रम्हानंद चौक समोर लमी चाळी चा बा, गणेश मंदिराच्या बाजुला | मूळ गाव/शहर | सेना शाखा, साकबाई कंपाउंड गणेश मंदीराजवळ, लक्ष्मीचासेच्या बजुला ब्रम्हानंद चौक सम, | ी चाळ ब्रम्हानद चौक समोर, ब्रम्हानंद नगर चौकचा दक्षिण भाग, शिवा एस टी डी च्या मागे | नंद, स्वामी टेलर्स बाजुला ब्रम्हानंद चौक, अरूणोदय टैलर्सच्या बजुचा भाग | "
244-_BNCMC_Ward.pdf,1,0244,"क च भागाच्या SEPA तपशील | मित्रमंडल चाळ सार्वजनिक विहीर जवळ, विठठल चौधरी चाळ | रीच्या बाजूला, रतन चौधरी चाळ ताडाली वाले बाईचा 1, काटेकर नगर तरे कंपासमोर नाटया | कृष्णा हॉटेलच्या भागे ब्रम्हानंदनगर, कृष्णा होटेलच्या बाजुला ब्रम्हानंद चो, सदगुरू भवनच्या | लाकुष्णा हॉटेल म, परमार PROT बाजुला ब्रम्हानंद 1, चाळ 32 ब्रम्हानंद चौक जवळ | मूळ गांव/शहर |  "
245-_BNCMC_Ward.pdf,1,0245,"न भागाच्या हद्दीचा तपशील मच्छिद्र चाळ विहीरीच्या मागे | ऑफीस मूळ गांव/शहर | हान्द, शिवसेना ऑफीस समोर 4 |  "
246-_BNCMC_Ward.pdf,1,0246,"क च भागाच्या SEPA तपशील , | कामतघर ब्रहमाणनंनगर, कामतघर ताडली नाल्याचा दाण कडील | मूळ गाव/शहर | पिठाची चक्कीच्या बाजुची गलली ब त्याच्य पिठाच्या चक्कीच्या बाजुची गल्ली वैष्णव बारकरी | नी मंडल मिरा किराणा दुकानच्या गल्लीतील भाग अमोल किराणाच्या बाजुची गल्ली विष्णु | णाच्या मागील भाग नाल्याच्या दक्षिणेकडील झोपडपट्टी न.पा.संडासाच्या बाजूचा भाग नाल्याच्या | ळील भाग नाल्याच्या उत्तरेकडील भाग | "
247-_BNCMC_Ward.pdf,1,0247,"wee ee भागाच्या हद्दीचा तपशील | रस्त्यापासुन आत गटारी पर्यंत, विष्णु किराणा दुकानच्या समोर | ठल CHAT मंदिराच्या जवळील भाग बालाजी किराणा सारूबाई क्र.न.2 जस्मीन फ्लोअर | च्या जवळ व बाजुची गल्ली भरत किराणाच्या बाजुला पिठाची चक्की व एस.टी.डी.च्या मागील | सुरज किराणाच्या बाजुचा भाग गटारीच्या आजुबाजुला रस्त्यापासुन आन गटारीच्या जवळचा | मूळ गांव/शहर |  "
248-_BNCMC_Ward.pdf,1,0248,"a, भागाच्या हद्दीचा तपशील भिवंडी, ब्रम्हानंद नगर सुरेश | स्वालचे घर, भिवंडी आचल गुरूमंदीर जवळचा भाग, चौधरी | ईकल मार्ट गायत्री मंदीर, भिवंडी पांडुशेठ चाळ, साईनगर आचल | ममंदीर,, गुडडुच्या घरापा सुनचा भाग, चौधरी सायकल मार्ट | [कील भाग | मूळ गांव/शहर |   "
249-_BNCMC_Ward.pdf,1,0249,"a, भागाच्या हद्दीचा तपशील गुडडुच्या घरापा सुनचा भाग, | धरी सायकल मार्ट जवकील भाग, भिवंडी, राजीव गांधी नगर नवी | डाली कंपनी 1, राजीवगंधीनगर झोपाडपटी, राजीव गांधी नगर यांचे | [जवळीत भ | मूळ गांव/शहर |   "
250-_BNCMC_Ward.pdf,1,0250,"a, भागाच्या हद्दीचा तपशील ताडाली कामतघर, नविन ताडाळी | मान मंदीरच्या बाजुल, भिवंडी, अंजुर फाटा मोहन पार्क ओसवाल | न शू, हर्षा अपार्टमेंट नॅशनल बेकरी मागे, आदिवासी पाडा अंजुर | टा आग्रा रोड भ | मूळ गांव/शहर |  "
251-_BNCMC_Ward.pdf,1,0251,"nee PE भागाच्या हद्दीचा तपशील , | भिवंडी, आदिवासी पाडा अंजुर फाटा आग्रा रोड भ, डायमंड पार्क| मूळ गाव/शहर | डन पार्क, गुरूदेव अपार्टमेंट, कामतघर BX फाटा, गुरूदेव अपार्टमेंट अंजुर फाटा रेल्वे, गीला | र्टमेंट रेल्वे स्टेशन रोड, सुखशाली अपार्टमेट रेल्वे स्टेशन रोड, रेल्वे कॉटर्स |  "
252-_BNCMC_Ward.pdf,1,0252,"a, भागाच्या हद्दीचा तपशील कामतघर ताडाळी, लक्ष्मी किराणा | राजीव गांधी नगर, जामुदर पंडीला चाळ,, Tig पेंटरच्या बाजुचा | सर, नवीन ताडाळी | मूळ गांव/शहर |   "
253-_BNCMC_Ward.pdf,1,0253,"a, भागाच्या हद्दीचा तपशील | आबंडकर पुतलाच्या पाठी मागे विनोबाभू, विनोबा भावे नगर | र फाटा, खारबांव रोड, श्रीनिवास येलगेटी याच्या घारसमोरीला, अजुर फाटा शिवाजी नगर, | कर किराणा ते व्ही एम टेलर्स, खारगांव वसई रोड लगत व त्याच्या माग, चन्ने बालकृष्ण यांचे | ते अंजना FA. | मूळ गांव/शहर |  "
254-_BNCMC_Ward.pdf,1,0254,"wee PE भागाच्या हद्दीचा तपशील | अजुर फाटा शिवाजी नगर, चन्ने बालकृष्ण यांचे घर ते अंजना | 1, धनराज राठोड यांचे QR, बंजारा तांडा ते हनुमानमंदीर सुलभ 1, बंजारा तांडा ते हनुमान मंदीर | पर, अजुर फाटा खारगांव बसई रोड ओसवाल, शिवाजी नगर म्हात्रे नगर नारपोली लाल | मूळ गांव/शहर |  "
255-_BNCMC_Ward.pdf,1,0255,"7 भागाच्या हद्दीचा तपशील नर्मदानगर अशोकचाळ, नारायण | ळ नर्मदा नगर, मामाची चाळनर्मदा नगर, आदीवासी चाळ नर्मदा | र, हावरे चाळ नर्मदा नगर, अफजल चाळ नर्मदा नगर, रामचंद्रनगर | पोली, गोने निवास 52 गाला रोड | मूळ गांव/शहर |   "
256-_BNCMC_Ward.pdf,1,0256,"च भागाच्या SEPA तपशील | रामचंद्रनगर नारपोली, गोने निवास 52 गाला रोड, भिवंडी, | तनगर ते नारपोली गांव इंद्र सेठ च, अनंतानगर, प्रयाग चौहाण aes इंद्रसेठ चाळ सुदामे, ते | पोली गांव सुंदराबा, विहीरी पश्‍चिम भाग आणि पूर्व भाग, सोनीबाई रोमीय हायस्कुल पश्‍चिम | अनंत नगर विहिरीया परिसर, विहीरीया पूर्वभाग ताडयाच्या झाडाचा रा, अनंता नगर विहीरीचा | मेस, माणीलाल चाळ अनंत नगर, सुदाम चाळ अनंता नगर विहीरीच्या उत्तरा, अष्पुसलाम चाळ | गडळ | ग जवळ काशीनाथ, वसंत हॉटेल भागे सुंदराबाई चाळ, अनंतनगर नगर वसंत हॉटेलचा परीसर भिवंडी | प्रीमी क. पा. रीमीया स्कुल च्या माग, रीमाया स्कुल वरचा भाग समोरचा भाग, रमेश सेठ चाळ तालुका भिवंडी | मूळ गांव/शहर | "
257-_BNCMC_Ward.pdf,1,0257,"7 भागाच्या हद्दीचा तपशील | भिवंडी, नारपोली भंडारी कंपाउंड शांतीसागर 1, आलमदीप बंगला | मूळ गाव/शहर | सागर इमारत, टावरे चाळ लुकाराम चाळ आत्माराम भोर, आलदीप बंगला मारघीठी, इमारत | सागर नारपोली, सी इमारत शांति सागर नारपोली, ई इमारत शांति सागर नारपोली, डी इमारत | सजा | 1 सागर नारपोली, बी इमारत शांति सागर नारपोली, ए इमारत शांति सागर नारपोली, जुनी | सागर नारपोली, साई संकल्प प्रोव्हीजन जनरल स्टोर्स, ए इमारतचा मागची इमारत, नगरसेवक | ASS | 1 टावरे च्या बंगलच्यासम | "
258-_BNCMC_Ward.pdf,1,0258,"7 भागाच्या हद्दीचा तपशील नारपोली, शांति सागर जकात नाका | श्री मोता, वसंत पाटील चाळ वसंत पाटील यांचे ब, कै बालु | क्र समोर मातो श्री ATCA, शांस्त्री सागर समोर प्रकाश पाटील | ळ, मंदीर समोर, शांती बंगला | मूळ गांव/शहर |   "
259-_BNCMC_Ward.pdf,1,0259,"क भागाच्या aM तपशील ओसवाल हॉल समोर, नारपोली | टविनायक बिल्डींग जलारामन, कैलाश दर्शन नारपोली बिल्डींग | TA, देवजीनगर मोमाई मंदिर पासून तुलस | मूळ गांव/शहर |  "
